"","X","GEO.id2","STATEFP","COUNTYFP","TRACTCE","POPULATION","LATITUDE","LONGITUDE","GEO.display.label","Median_house_value","Total_units","Vacant_units","Median_rooms","Mean_household_size_owners","Mean_household_size_renters","Built_2005_or_later","Built_2000_to_2004","Built_1990s","Built_1980s","Built_1970s","Built_1960s","Built_1950s","Built_1940s","Built_1939_or_earlier","Bedrooms_0","Bedrooms_1","Bedrooms_2","Bedrooms_3","Bedrooms_4","Bedrooms_5_or_more","Owners","Renters","Median_household_income","Mean_household_income"
"4853",4853,6065044928,6,65,44928,3443,33.745901,-116.340155,"Census Tract 449.28, Riverside County, California",469200,3313,1451,5.3,1.99,1.65,2.4,10.1,26.9,50,9.1,0.9,0,0.5,0,1.7,4.3,43,39.7,9.6,1.7,77.6,22.4,68636,121433
"4854",4854,6065044929,6,65,44929,3908,33.751753,-116.382006,"Census Tract 449.29, Riverside County, California",429700,3115,1152,4.9,2.09,1.55,4,0.1,15.2,53,25.7,1,1,0,0,0.6,11.9,38.1,46,2.3,1.1,68.6,31.4,46042,90359
"4855",4855,6065044930,6,65,44930,3213,33.742632,-116.364658,"Census Tract 449.30, Riverside County, California",241400,2387,1041,4.6,1.79,2.38,7.9,17.8,13.1,36.4,18.7,6.2,0,0,0,3.4,16.1,54.5,23,3,0,70.7,29.3,49269,77571
"4856",4856,6065044931,6,65,44931,2327,33.819764,-116.452575,"Census Tract 449.31, Riverside County, California",303900,699,23,5.3,3.48,3.87,11.7,22.9,8.6,48.2,1.1,4,1.9,0,1.6,0,0,8.6,65.1,24.5,1.9,71,29,65714,72650
"4857",4857,6065044932,6,65,44932,3067,33.826877,-116.449049,"Census Tract 449.32, Riverside County, California",289800,1190,238,5.8,2.88,2.58,8.6,33.3,48.8,8.7,0,0.6,0,0,0,0,8.7,7.6,47.7,30.1,5.9,66.6,33.4,62581,74710
"4858",4858,6065045000,6,65,45000,3424,33.773297,-116.469288,"Census Tract 450, Riverside County, California",316700,1870,413,4.7,2.67,2.36,7.8,4.5,1.5,9.5,20.8,30.9,19.8,1.6,3.6,7.9,10.8,34.3,39.7,6.8,0.5,58.5,41.5,43528,58874
"4859",4859,6065045103,6,65,45103,3623,33.750301,-116.42593,"Census Tract 451.03, Riverside County, California",451100,3079,1033,4.9,2.06,1.85,4,8.5,7.3,8.4,40.2,17.4,7.8,3.8,2.4,1.2,12.5,37.3,35.9,10.5,2.6,70,30,46920,94380
"4860",4860,6065045108,6,65,45108,5726,33.725751,-116.377489,"Census Tract 451.08, Riverside County, California",328800,2912,656,4.3,2.38,2.37,4.7,7.8,30.7,18,27.9,4.5,4.5,0.7,1.2,9.7,18.6,34.9,27.8,7.7,1.4,44.7,55.3,45221,64375
"4861",4861,6065045109,6,65,45109,3831,33.655311,-116.311963,"Census Tract 451.09, Riverside County, California",287300,1741,412,5.2,2.6,3.55,1.3,17.7,17.7,30.6,25.7,2.2,1.8,2.4,0.5,0,1,10.3,83.7,4.4,0.6,68.5,31.5,62823,83036
"4862",4862,6065045110,6,65,45110,5401,33.665419,-116.310744,"Census Tract 451.10, Riverside County, California",250000,2080,275,5.3,2.66,3.19,0.3,19,26.6,20.1,26.2,2.7,2,1.4,1.7,0,0,9.4,82.5,7.6,0.5,72.8,27.2,61966,67738
"4863",4863,6065045114,6,65,45114,1939,33.696129,-116.385992,"Census Tract 451.14, Riverside County, California",519100,2034,1032,5.1,1.71,1.25,1.5,3.2,10.1,29.9,46.3,7.4,1.5,0,0,0,4.9,42,39.2,13.9,0,90.1,9.9,74872,108005
"4864",4864,6065045115,6,65,45115,2026,33.704445,-116.38847,"Census Tract 451.15, Riverside County, California",540300,1734,594,5.7,2.13,1.61,0,0,8,23.7,45.2,15.6,7.5,0,0,0,0,25.4,61.7,10.2,2.7,93.9,6.1,101955,118970
"4865",4865,6065045116,6,65,45116,1492,33.712568,-116.396648,"Census Tract 451.16, Riverside County, California",414900,1284,608,4.5,1.49,1.67,0,2.3,6.6,5.9,28.4,43.7,10.7,1.2,1.2,0,4.4,66.2,27.1,2.3,0,66.1,33.9,57188,72266
"4866",4866,6065045117,6,65,45117,3969,33.716542,-116.373591,"Census Tract 451.17, Riverside County, California",370100,2953,959,4.7,2.42,1.95,0.8,0.8,4.8,18.1,28.6,23.6,22.9,0.5,0,0,11.3,54.8,23.4,7.3,3.2,54.3,45.7,62000,91098
"4867",4867,6065045118,6,65,45118,2762,33.7333,-116.391208,"Census Tract 451.18, Riverside County, California",328900,1957,764,4.8,2.33,1.65,2.2,10.9,13.8,36.3,28.6,5.8,0,0,2.4,0.9,12.6,44.5,37.1,4.9,0,54.6,45.4,31886,55581
"4868",4868,6065045119,6,65,45119,2811,33.731722,-116.369586,"Census Tract 451.19, Riverside County, California",269600,1376,180,5.8,2.6,2.47,5,18.8,17.5,9,38.6,6.5,4.6,0,0,0,0,18,62.9,16.4,2.8,83.4,16.6,54089,84832
"4869",4869,6065045120,6,65,45120,4580,33.67682,-116.306367,"Census Tract 451.20, Riverside County, California",298300,2688,947,5,2.92,2.57,4.7,21.8,30.8,13.9,21.7,5.7,1.4,0,0,1.4,11,32.8,43.1,11.8,0,47.4,52.6,58650,74152
"4870",4870,6065045121,6,65,45121,5457,33.69119,-116.282924,"Census Tract 451.21, Riverside County, California",631500,4033,1493,5.8,2.35,1.61,9.7,41.4,41.2,4.3,1.1,1.9,0.4,0,0,1.6,9.5,12.5,50.5,23.4,2.4,76.4,23.6,88182,124590
"4871",4871,6065045122,6,65,45122,1427,33.717923,-116.321985,"Census Tract 451.22, Riverside County, California",700300,1260,578,5.4,1.93,2.33,2.2,21.3,10.6,14.7,23.7,21.3,5.9,0,0.2,0,5.9,29.2,51.1,13,0.8,76,24,110776,172208
"4872",4872,6065045123,6,65,45123,2356,33.724252,-116.348972,"Census Tract 451.23, Riverside County, California",585200,1775,584,6.1,2.21,2.16,0.8,1.1,31,38.2,13.7,13,2.3,0,0,1.3,1.3,23.6,52.5,18.7,2.6,81.4,18.6,89241,149652
"4873",4873,6065045124,6,65,45124,1505,33.690133,-116.410061,"Census Tract 451.24, Riverside County, California",75700,1367,474,4.9,1.64,1.63,4,19.3,10.3,4,47.2,8.9,5.1,0,1.2,1.2,15.7,53.3,16.2,11.3,2.3,88.7,11.3,40262,96102
"4874",4874,6065045125,6,65,45125,3017,33.691673,-116.324833,"Census Tract 451.25, Riverside County, California",670500,3211,1922,5.9,2.12,1.42,6,22.5,23.2,30.4,9.9,5.1,2.1,0,0.8,1.8,2.6,27.6,35.6,29.4,3,82.7,17.3,103447,211382
"4875",4875,6065045207,6,65,45207,5014,33.707978,-116.242005,"Census Tract 452.07, Riverside County, California",157100,1729,188,4.4,3.19,4.01,4.7,17.7,15.8,32.9,22.7,5.6,0,0.5,0,1.7,11.4,51.2,20.5,14.5,0.6,43.7,56.3,37634,48564
"4876",4876,6065045209,6,65,45209,5441,33.721971,-116.238212,"Census Tract 452.09, Riverside County, California",179600,1771,171,4.6,4.06,2.94,4.6,8.8,17.1,28.6,20.1,13.4,4.7,0.6,2.2,3.4,20.3,30.9,24.4,19.3,1.8,38.9,61.1,36721,44062
"4877",4877,6065045212,6,65,45212,2293,33.730459,-116.260999,"Census Tract 452.12, Riverside County, California",469100,1192,48,5.1,1.82,3.84,1.3,46.1,31.3,3,14.9,0,0,3.3,0,0,0,57.1,36.2,6.7,0,80.6,19.4,61250,89725
"4878",4878,6065045213,6,65,45213,5216,33.714964,-116.257054,"Census Tract 452.13, Riverside County, California",212100,2095,267,5.5,3.4,3.22,0.6,17.8,35.5,32.5,11.8,1,0.8,0,0,0,3.2,24,44.2,24.4,4.3,90.6,9.4,66630,74263
"4879",4879,6065045214,6,65,45214,5648,33.73621,-116.284838,"Census Tract 452.14, Riverside County, California",452800,2828,1007,6,2.4,2.54,6.9,28.7,25.8,30.8,4.1,2.8,0.9,0,0,0,3.2,25.4,40.5,30,1,79.7,20.3,85110,111624
"4880",4880,6065045215,6,65,45215,8515,33.722126,-116.283257,"Census Tract 452.15, Riverside County, California",339800,3690,777,5.9,2.99,3.36,2,28.1,42.7,24.2,2.3,0.8,0,0,0,0.3,8.3,10.4,46,30.1,4.9,79.7,20.3,88750,97661
"4881",4881,6065045216,6,65,45216,1804,33.753134,-116.241719,"Census Tract 452.16, Riverside County, California",345300,1154,323,5.3,2.05,1.43,73.6,24.7,0,0,1,0,0,0.8,0,1,1.8,77.1,15.4,2.6,2.1,93.9,6.1,83750,107313
"4882",4882,6065045217,6,65,45217,6225,33.726342,-116.247089,"Census Tract 452.17, Riverside County, California",237100,1866,238,5.3,3.66,3.87,11.9,16.4,13.8,23.2,10.8,10.8,8.4,4.8,0,0.7,7.9,14.8,47.6,27.8,1.1,72.2,27.8,50893,54052
"4883",4883,6065045222,6,65,45222,1595,33.733675,-116.19234,"Census Tract 452.22, Riverside County, California",165100,1455,774,3.2,2.6,1.76,28.4,20.6,35.3,13.7,0.9,0,1,0,0,0,59.7,12.4,16.6,11.3,0,95.2,4.8,58417,73263
"4884",4884,6065045224,6,65,45224,5471,33.699222,-116.258109,"Census Tract 452.24, Riverside County, California",278000,1903,264,5.7,2.92,2.16,21.1,35,18.2,19.3,5.8,0,0.5,0,0,0,1.7,18.9,32.7,36.8,9.8,85.5,14.5,74712,96655
"4885",4885,6065045226,6,65,45226,6810,33.694192,-116.20702,"Census Tract 452.26, Riverside County, California",184400,1539,155,6.1,4.33,4.86,70.1,26,2.7,0,1.2,0,0,0,0,0,1.2,1.8,30.3,46.4,20.3,86.7,13.3,66343,62378
"4886",4886,6065045228,6,65,45228,3936,33.785947,-116.259406,"Census Tract 452.28, Riverside County, California",275700,1231,246,6.1,2.76,4.94,66.9,16.7,0,5.4,5.7,0,4.1,1.1,0,2.8,0,15.3,32.9,38.2,10.8,61.4,38.6,97674,100939
"4887",4887,6065045233,6,65,45233,4244,33.748356,-116.289992,"Census Tract 452.33, Riverside County, California",333100,2043,288,4.8,2.63,2.48,1.9,13.5,30.2,39.4,8.8,6.2,0,0,0,0,12.2,39.2,32.1,13.1,3.5,44.4,55.6,58528,68697
"4888",4888,6065045302,6,65,45302,4459,33.733077,-116.225737,"Census Tract 453.02, Riverside County, California",172600,1157,88,5.3,3.88,3.92,0,3.9,1,1.6,30.3,28.3,31.5,1,2.4,6.3,0,7.1,58.2,27.2,1.2,72.1,27.9,34232,42272
"4889",4889,6065045303,6,65,45303,3035,33.727259,-116.213256,"Census Tract 453.03, Riverside County, California",118500,845,105,4.3,4.11,4.25,0,0,0,11.6,22.5,23.9,39.8,2.2,0,0,19.8,39.8,21.2,16.8,2.5,38.4,61.6,28750,45959
"4890",4890,6065045304,6,65,45304,8675,33.745785,-116.215224,"Census Tract 453.04, Riverside County, California",276400,2511,368,6.5,3.48,4.27,51.3,38.6,1.6,3,2,1.4,0.6,1.6,0,0,0,1.8,42.7,33,22.5,81.2,18.8,96053,101427
"4891",4891,6065045501,6,65,45501,5518,33.707064,-116.227141,"Census Tract 455.01, Riverside County, California",185300,1611,179,4.4,3.42,3.96,0.4,8.6,3.8,36.4,33.6,15.1,1.4,0.6,0,25.4,6,18.1,31.8,17.6,1.1,35.8,64.2,29500,40924
"4892",4892,6065045502,6,65,45502,3744,33.721014,-116.227993,"Census Tract 455.02, Riverside County, California",218100,1292,151,3.8,3.78,3.19,0,0,6.3,15.6,21.3,9.4,38.7,3.3,5.4,12.2,25.1,40.3,20,2.4,0,29.2,70.8,25133,35510
"4893",4893,6065045604,6,65,45604,13694,33.563905,-116.035704,"Census Tract 456.04, Riverside County, California",113700,3172,393,5.2,4.02,4.4,15.5,29.3,19.1,16.4,9.4,5.9,3.7,0.3,0.3,4.7,4.5,20.2,40.8,29.5,0.3,59.6,40.4,27196,37508
"4894",4894,6065045605,6,65,45605,10543,33.555415,-116.152108,"Census Tract 456.05, Riverside County, California",33600,3002,540,4.5,3.59,3.8,17.9,23.5,9.5,16.2,22.6,5.1,2.6,0.8,1.8,1.4,11.6,40.4,41.2,4.5,0.9,72.3,27.7,33099,47903
"4895",4895,6065045606,6,65,45606,2680,33.675017,-116.23713,"Census Tract 456.06, Riverside County, California",832800,1530,637,6.1,2.65,2.26,39.4,32.9,5.7,6,8.5,0.5,2,2.8,2.2,0,5.8,26.2,31.5,29.5,7,84.3,15.7,94306,183857
"4896",4896,6065045608,6,65,45608,2878,33.640572,-116.255363,"Census Tract 456.08, Riverside County, California",787700,3741,2354,5.9,1.95,2.75,10,43.9,24.9,20.4,0.5,0,0,0.4,0,1.5,0.5,20.2,52.6,22.9,2.3,92.5,7.5,113531,221082
"4897",4897,6065045609,6,65,45609,5880,33.644804,-116.16432,"Census Tract 456.09, Riverside County, California",76300,1732,79,4.5,3.52,4.32,4.2,5.4,10,15,31.9,21.8,5.9,4,1.7,1.7,13,37.3,29.2,12.8,5.9,62.5,37.5,33253,43603
"4898",4898,6065045703,6,65,45703,5708,33.664726,-116.174123,"Census Tract 457.03, Riverside County, California",179300,1160,33,5.3,4.85,4.46,26.6,15,11.9,20.6,6.6,13.7,2.5,1.5,1.6,2,2.4,21.6,40.1,27.4,6.6,78.9,21.1,42006,50107
"4899",4899,6065045704,6,65,45704,2804,33.67116,-116.181863,"Census Tract 457.04, Riverside County, California",166400,757,78,5.1,4.58,4.64,3.4,3.3,10,11.4,15.5,24.4,24.7,3.4,3.8,3.6,0,25.6,50.2,20.6,0,63.5,36.5,33589,49701
"4900",4900,6065045705,6,65,45705,7522,33.669155,-116.188533,"Census Tract 457.05, Riverside County, California",155500,1687,151,5,5.17,4.38,20.4,44.9,14.7,0.5,9.2,1.2,3.3,4,2,0.6,3.2,26.1,47.3,18.8,4,27.3,72.7,30921,37500
"4901",4901,6065045706,6,65,45706,4821,33.675176,-116.162901,"Census Tract 457.06, Riverside County, California",120500,1114,0,5.3,4.4,4.27,2.4,5.4,28.7,25.8,19.5,13.5,4.8,0,0,0.6,0,12.7,62.6,20.8,3.2,56.2,43.8,37227,43581
"4902",4902,6065045707,6,65,45707,6397,33.68093,-116.185969,"Census Tract 457.07, Riverside County, California",155400,1531,99,5.4,4.01,4.26,9.9,30.4,6.1,26.4,8.8,10.2,1.2,4.4,2.7,0,7.3,15.5,40.4,33.2,3.5,74.8,25.2,44703,47297
"4903",4903,6065045900,6,65,45900,1838,33.567653,-114.646246,"Census Tract 459, Riverside County, California",217000,846,81,4.6,3.03,2.68,1.8,0,10,24.6,12.8,17.5,10.6,13.5,9.2,0,14.3,40.3,35.7,5,4.7,59.9,40.1,35657,62489
"4904",4904,6065046101,6,65,46101,3060,33.614382,-114.585856,"Census Tract 461.01, Riverside County, California",173000,1436,84,5.2,3.05,2.35,4.5,2.6,14.7,8.6,16.3,29.4,9.9,9.5,4.5,5.2,9.3,20.3,45.3,19.3,0.6,58.3,41.7,55303,59282
"4905",4905,6065046102,6,65,46102,2027,33.614336,-114.605734,"Census Tract 461.02, Riverside County, California",121900,877,279,4.6,3.77,2.33,0,7.8,8.8,32.4,25.3,6.2,11.3,3.8,4.6,0,23.4,24.4,45.3,7,0,28.9,71.1,24512,36666
"4906",4906,6065046103,6,65,46103,3030,33.623617,-114.597135,"Census Tract 461.03, Riverside County, California",201700,1121,158,5.5,2.72,2.91,0.4,13.6,23.7,8.4,18.6,15.3,6.1,13.3,0.5,0.6,1.1,15,66.1,13.9,3.3,84.9,15.1,68183,92293
"4907",4907,6065046200,6,65,46200,3341,33.604833,-114.590688,"Census Tract 462, Riverside County, California",104600,1427,260,4.8,2.94,2.75,1.2,16.7,11.6,7.8,5.5,28.9,20.5,7.6,0.3,9.3,13.8,8.1,61,7.8,0,41.5,58.5,32317,49271
"4908",4908,6065046401,6,65,46401,3768,33.630013,-117.357442,"Census Tract 464.01, Riverside County, California",278700,1262,88,5.4,3.06,3.35,0.7,7.8,14.9,49.4,11.2,8.2,3.6,2.5,1.5,0.8,5.2,33.4,46.4,9.4,4.9,62.8,37.2,47308,61649
"4909",4909,6065046402,6,65,46402,4684,33.639538,-117.349602,"Census Tract 464.02, Riverside County, California",160800,1692,266,4.5,2.66,2.57,4,1.2,3,22.2,19.2,13.9,12.5,15.2,8.7,4.7,14.8,42.8,30.6,6.7,0.4,49.9,50.1,38914,50084
"4910",4910,6065046403,6,65,46403,7156,33.623462,-117.303142,"Census Tract 464.03, Riverside County, California",221600,2267,215,5.9,3.19,3.25,15.7,13.8,14.6,28.7,18,3.9,4.4,0,1,0.3,4.8,17.6,45.3,28.2,3.7,79.5,20.5,62347,69021
"4911",4911,6065046404,6,65,46404,5590,33.650498,-117.277156,"Census Tract 464.04, Riverside County, California",221700,1832,286,5.8,3.26,3.62,14.2,47.5,5,12,6.6,1.5,6.2,4.1,2.7,0,5.8,26.1,42.4,18.8,6.9,76.5,23.5,68750,84202
"4912",4912,6065046405,6,65,46405,3974,33.62456,-117.270791,"Census Tract 464.05, Riverside County, California",239600,1232,117,6.1,3.15,4.42,4.2,5.7,28.8,42,17.4,0.7,1.2,0,0,0,2.3,20.3,52.4,22.3,2.7,82.1,17.9,58818,73177
"4913",4913,6065046500,6,65,46500,9277,33.978459,-117.329721,"Census Tract 465, Riverside County, California",216300,1764,337,3.6,NA,2.51,0.6,5.8,12.1,40.4,24.8,5.9,6.6,3.2,0.5,3.2,28.6,61.2,5.2,1.8,0,2.2,97.8,19086,27719
"4914",4914,6065046601,6,65,46601,4888,33.921527,-117.568783,"Census Tract 466.01, Riverside County, California",752000,213,19,7,3.48,1.42,0,8,75.6,0,6.1,4.2,6.1,0,0,0,31.5,0,4.7,55.9,8,65.5,34.5,83125,84560
"4915",4915,6065046602,6,65,46602,3712,33.915738,-117.578876,"Census Tract 466.02, Riverside County, California",447100,1129,17,7,3.64,3.6,0.6,0,7.4,4.4,55.6,16.3,6.8,4.8,4.1,0,0,1.3,44.3,33.1,21.3,86.6,13.4,81944,90722
"4916",4916,6065046700,6,65,46700,4442,33.911543,-117.266582,"Census Tract 467, Riverside County, California",202500,1469,306,4.8,4.36,3.11,12.5,3.1,16.1,16.7,24.3,17.4,2.4,3.1,4.3,3.9,17,49.9,19.7,8,1.6,21.6,78.4,47708,56560
"4917",4917,6065046800,6,65,46800,6365,33.929478,-117.213199,"Census Tract 468, Riverside County, California",193200,1528,95,6.7,3.96,5.55,0.4,0.7,10.3,76.4,8.3,3.3,0,0,0.6,0,0,1.6,33.7,50.8,13.9,84.6,15.4,70566,78023
"4918",4918,6065046900,6,65,46900,2043,33.678092,-115.027293,"Census Tract 469, Riverside County, California",96400,1564,824,4.6,2.61,3.42,5.2,9.4,14.8,17.1,23.7,16,8.5,2.6,2.6,3.1,13.5,31.5,43.9,7,1,66.1,33.9,39464,51537
"4919",4919,6065047000,6,65,47000,1749,33.623277,-114.560648,"Census Tract 470, Riverside County, California",164400,1052,402,4.9,2.47,3.3,24.5,24.3,10.1,10.6,12.7,8.6,4.2,3.7,1.3,1.7,6.3,37.4,45.2,9.4,0,58,42,37750,66472
"4920",4920,6065047201,6,65,47201,1958,33.918829,-116.434639,"Census Tract 472.01, Riverside County, California",25100,1873,523,3.5,1.65,1.66,1.7,14.6,9.4,31.1,31.6,7.4,3.4,0.9,0,0,48.2,45.9,4.4,1.5,0,89.2,10.8,34594,39859
"4921",4921,6065047202,6,65,47202,1929,33.906354,-116.373634,"Census Tract 472.02, Riverside County, California",97700,1105,358,4.3,2.05,2.08,1.2,5,20.9,45.4,14,1.7,11.8,0,0,0,36.5,31,22.9,9.6,0,73.2,26.8,40446,52721
"4922",4922,6065047900,6,65,47900,11611,33.831328,-117.554639,"Census Tract 479, Riverside County, California",487000,3239,174,7.3,3.77,3.68,2.4,40.6,50,3.1,2.7,0,0.9,0,0.4,0,0,3.1,30,41.6,25.3,91.7,8.3,133125,146124
"4923",4923,6065048100,6,65,48100,6404,33.815258,-117.534335,"Census Tract 481, Riverside County, California",545600,1861,55,7.8,3.42,3.32,3.3,63.6,23.4,3.9,1.9,0,0,1.7,2.1,0,0.8,3.7,24.1,44.4,27.1,93.5,6.5,134324,141551
"4924",4924,6065048200,6,65,48200,4301,33.890173,-117.539687,"Census Tract 482, Riverside County, California",379800,1236,64,6.4,3.33,3.76,0,7.5,38.3,33.9,5.4,10,4.9,0,0,0,1,0,36.9,56.1,6.1,88.2,11.8,84688,106171
"4925",4925,6065048300,6,65,48300,6649,33.878818,-117.211043,"Census Tract 483, Riverside County, California",206600,1929,312,6.4,4.15,3.9,15.6,19.3,44.4,15,2.4,0,3.2,0,0,0,1.1,5.8,40,41.6,11.6,70.3,29.7,77168,81549
"4926",4926,6065048700,6,65,48700,4489,33.90791,-117.183271,"Census Tract 487, Riverside County, California",261900,1183,80,6.6,3.36,4.23,38.4,43.1,1.6,1.1,8.5,3.2,4.1,0,0,0,4,5.2,33.1,30,27.7,85.8,14.2,72888,80540
"4927",4927,6065048800,6,65,48800,4512,33.880329,-117.222008,"Census Tract 488, Riverside County, California",274000,1138,93,5.6,4.1,4.35,7.6,3.2,28.5,55.4,5.4,0,0,0,0,0,0.9,5.2,58.4,30.6,4.9,63.6,36.4,56272,59276
"4928",4928,6065048901,6,65,48901,3805,33.901303,-117.213202,"Census Tract 489.01, Riverside County, California",186100,997,120,6,4.61,4.67,0,0,8.2,89.6,2.2,0,0,0,0,0,0,17.2,55.8,27.1,0,75.9,24.1,54632,68218
"4929",4929,6065048902,6,65,48902,5957,33.89695,-117.221721,"Census Tract 489.02, Riverside County, California",142600,1654,93,5.7,4.14,3.89,4.3,8.9,12.9,42.8,11.2,11.6,7.7,0,0.5,2.8,0.4,12.9,46.1,37.7,0,71.9,28.1,41832,52281
"4930",4930,6065049000,6,65,49000,8249,33.887621,-117.192855,"Census Tract 490, Riverside County, California",300300,2135,109,7.6,3.53,4.9,29.4,46.8,17.7,1,2.1,0.5,2.6,0,0,0,0.3,0,30.5,37.2,31.9,83.3,16.7,83295,83870
"4931",4931,6065049100,6,65,49100,5264,33.693683,-116.23228,"Census Tract 491, Riverside County, California",239800,3034,1228,4.6,2.03,2.56,9.6,25,15.3,34.4,13.4,2.3,0,0,0,0.4,12.3,51.8,28.9,6.1,0.5,67.3,32.7,55372,67648
"4932",4932,6065049400,6,65,49400,2978,33.756319,-116.267893,"Census Tract 494, Riverside County, California",367500,1519,269,5.7,1.91,2.92,42.2,38.8,11.1,7.8,0,0,0,0,0,0.6,0,65.2,29.2,5,0,73.8,26.2,45647,65410
"4933",4933,6065049500,6,65,49500,8421,33.707473,-116.209946,"Census Tract 495, Riverside County, California",208200,2364,202,5.1,3.86,3.71,5.2,26.9,3.8,19.1,16.2,16.5,10.6,1.1,0.5,2.5,9,25.3,34.5,26.9,1.7,46.5,53.5,32088,49094
"4934",4934,6065049600,6,65,49600,7176,33.538201,-117.155103,"Census Tract 496, Riverside County, California",282500,2331,235,5.2,3.39,2.18,48.5,26.2,5.9,14.9,2.7,0,0,1.2,0.6,0,19.8,15.7,38.7,22.9,2.9,51.4,48.6,49817,67812
"4935",4935,6065049700,6,65,49700,9511,33.563935,-117.246457,"Census Tract 497, Riverside County, California",453200,2722,111,7.8,3.61,4.5,11.1,56.9,18.1,9.8,3.6,0,0,0,0.5,0,0,1.1,29.5,36.3,33.1,91.9,8.1,110995,149488
"4936",4936,6065049800,6,65,49800,3771,33.553337,-117.206805,"Census Tract 498, Riverside County, California",217300,1407,140,4.8,2.81,2.66,42,26.9,2.6,12,8.6,0.9,3.6,0,3.5,0,15,38.5,43.2,3.3,0,51.6,48.4,35929,51062
"4937",4937,6065050300,6,65,50300,11161,33.579474,-117.151822,"Census Tract 503, Riverside County, California",321300,2996,672,7.5,3.64,4.73,23.8,52.8,8.6,9.1,2.2,3.6,0,0,0,0,0,0.6,24.8,38.2,36.4,76.2,23.8,92891,96641
"4938",4938,6065050400,6,65,50400,10378,33.584747,-117.188039,"Census Tract 504, Riverside County, California",288900,3141,184,6.4,3.4,3.1,12.4,10.6,26,48.7,1.1,0,0,0,1.1,0,2,15.1,39.7,29.7,13.5,73.1,26.9,73165,84390
"4939",4939,6065050500,6,65,50500,13261,33.549055,-117.159772,"Census Tract 505, Riverside County, California",301400,3847,190,6.7,3.72,4.2,25.3,55.6,10.2,5.5,2.8,0.6,0,0,0,0.5,7.7,22.4,17.8,24.6,27.1,67,33,74744,85490
"4940",4940,6065050600,6,65,50600,6850,33.570037,-117.226405,"Census Tract 506, Riverside County, California",366300,2083,78,7.3,3.39,3.21,12.1,35.7,32.3,14.9,3.3,0,0,0,1.7,1,9.4,7.2,12.3,50.1,20.1,75,25,98053,101827
"4941",4941,6065050700,6,65,50700,9969,33.625893,-117.157319,"Census Tract 507, Riverside County, California",292200,2989,382,7.2,3.78,3.9,45.3,48.3,1.7,3.9,0.5,0.4,0,0,0,0.4,0.9,6.9,26.6,41.9,23.3,72.3,27.7,95919,104650
"4942",4942,6065050900,6,65,50900,4340,33.946636,-117.307542,"Census Tract 509, Riverside County, California",295900,1926,399,4.5,2.81,2.24,5.6,26.2,42.1,5.6,8.6,6.4,5.6,0,0,3.1,19.3,31.4,24.1,20.2,1.8,45.1,54.9,64513,70985
"4943",4943,6065051100,6,65,51100,6188,33.894269,-117.207553,"Census Tract 511, Riverside County, California",236900,1574,84,6,4,4.12,24.4,37.9,19.4,18.3,0,0,0,0,0,2.1,12.7,17,30.9,33.2,4.1,58,42,60224,69127
"4944",4944,6065051200,6,65,51200,3403,33.492915,-117.183458,"Census Tract 512, Riverside County, California",710700,1308,80,4.8,3.01,2.21,11.8,19.6,22.3,32.8,13.5,0,0,0,0,0.6,18.7,32.1,29,16.4,3.3,48.3,51.7,42045,86863
"4945",4945,6065051300,6,65,51300,8371,33.797831,-116.974828,"Census Tract 513, Riverside County, California",165500,2994,530,5.5,2.97,3.23,14.1,20.6,19.8,24,15.1,2.2,2.5,1.6,0,3.2,8.2,36,18.2,27.2,7.2,80.4,19.6,48511,63304
"4946",4946,6065051400,6,65,51400,6956,33.779859,-116.292565,"Census Tract 514, Riverside County, California",398100,5157,1271,5.2,1.72,1.37,0.4,45.9,50.6,1.5,0,0.6,0,0.3,0.8,0.7,0.7,65.5,31.2,1.8,0,92.6,7.4,61572,79383
"4947",4947,6065940100,6,65,940100,166,33.922482,-114.500532,"Census Tract 9401, Riverside County, California",174100,1293,1226,3.6,1.78,1.75,1.7,5.9,15.6,28,22.8,21.8,4.2,0,0,1.4,42.5,39.1,10.6,6,0.4,94,6,64375,80375
"4948",4948,6065940400,6,65,940400,6504,33.691728,-116.191862,"Census Tract 9404, Riverside County, California",173800,1601,104,5.2,4.49,4.97,8.6,26.5,17.7,24,8.1,7.2,3.7,3.2,0.9,0.7,5.3,13.4,39.8,30,10.8,78.3,21.7,48021,57496
"4949",4949,6065940500,6,65,940500,2208,33.794676,-116.546732,"Census Tract 9405, Riverside County, California",672000,2082,821,5.2,1.89,1.39,2.6,10.1,11,16.6,18.9,29.6,6.8,3.9,0.5,2,10.7,32.7,34.7,16.2,3.7,74.9,25.1,76125,139551
"4950",4950,6065940600,6,65,940600,3026,33.809699,-116.437502,"Census Tract 9406, Riverside County, California",410200,2842,1149,5.1,1.85,1.77,3.1,37.4,9,28.9,20.8,0.5,0.2,0.1,0.1,0,12.8,31.8,41.2,13.4,0.8,90.9,9.1,87625,120276
"4951",4951,6065940700,6,65,940700,2613,33.807534,-116.519041,"Census Tract 9407, Riverside County, California",329400,2611,1094,4.4,1.73,2.05,0.1,0.1,2.6,49.9,35.5,7.3,4.1,0.3,0.1,0.3,4.6,63,26.9,4.7,0.5,64.8,35.2,52788,68988
